"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"CAALFM_C105340CA",1067.84571906564,0.00126413263072735,0.0559224208725707,0.894273886758286,0.99970875222106
"CAALFM_C105350WA",219.637884953782,0.00223529885840007,0.0561320171791419,0.784609624255532,0.99970875222106
"CAALFM_C105360CA",1231.80513238913,-0.000727126867348715,0.0564198520841431,0.886397707901912,0.99970875222106
"CAALFM_C105370CA",547.054571468385,0.00472920657028414,0.0566152404093105,0.449561109873953,0.99970875222106
"CAALFM_C105380CA",983.905253467111,0.00398594939006001,0.0558113167449982,0.712095640191608,0.99970875222106
"CAALFM_C105390CA",1172.56352293286,-0.00698960072308269,0.0547279912589066,0.66215634482033,0.99970875222106
"CAALFM_C105400CA",244.956877815668,0.000960864478653217,0.0560756676000659,0.908684467004913,0.99970875222106
"CAALFM_C105410CA",2809.11435612663,0.000995459774877201,0.0563720314823459,0.870250248915724,0.99970875222106
"CAALFM_C105420WA",742.834049872146,-0.00562736727238708,0.0558082173295856,0.631208600811117,0.99970875222106
"CAALFM_C105430WA",1045.89632559401,0.019042693224639,0.054812115232431,0.404733858680829,0.99970875222106
"CAALFM_C105440CA",112.357816437948,0.00210492120625434,0.0566494955340071,0.478562688902758,0.99970875222106
"CAALFM_C105460WA",1801.57159065873,0.0017871768196527,0.0540465144638694,0.871426979421584,0.99970875222106
"CAALFM_C105470WA",1147.48154778206,0.00611030933233132,0.0564253851591007,0.496536593683056,0.99970875222106
"CAALFM_C105480CA",50.491564992378,-0.00100495171938065,0.0562338707345855,0.883924177468866,0.99970875222106
"CAALFM_C105490CA",1626.99298390615,-0.00640475414462393,0.0548350836659483,0.932064430683517,0.99970875222106
"CAALFM_C105500WA",1185.82119436431,-0.000373821766822564,0.0565944192100311,0.8870766853372,0.99970875222106
"CAALFM_C105510CA",583.974995089472,0.000105969110968303,0.0561771307656242,0.991867394068121,0.99970875222106
"CAALFM_C105520WA",89.8674554572157,0.00669999403363339,0.0552457600694244,0.641035110206938,0.99970875222106
"CAALFM_C105530CA",3468.94922900488,-0.00193773761693843,0.0559727878619142,0.828023749013711,0.99970875222106
"CAALFM_C105540CA",810.134068892444,0.00342412710061088,0.0567155146472717,0.331478198061138,0.99970875222106
"CAALFM_C105550CA",4.0456587589102,-0.00189063962881722,0.0566059269023896,0.584061211940076,0.99970875222106
"CAALFM_C105560WA",2172.84463444739,-0.00108615269188475,0.0561928811061675,0.878095899175723,0.99970875222106
"CAALFM_C105580WA",4.41397075028356,-0.00109298187886585,0.0566538393448762,0.537093176949734,0.99970875222106
"CAALFM_C105600WA",588.371376020651,0.00687674615769742,0.056292545717423,0.50969245700297,0.99970875222106
"CAALFM_C105610WA",598.504574034471,0.00797251621270592,0.0536666590728133,0.674521955451477,0.99970875222106
"CAALFM_C105620CA",205.229630846899,-0.00153504315075541,0.054640344947361,0.915183162006032,0.99970875222106
"CAALFM_C105630CA",13282.7623926122,-0.00348179483298094,0.0567329241310533,0.814659966087343,0.99970875222106
"CAALFM_C105640CA",1001.43593875214,-0.000675110015179381,0.0565167853731714,0.865234833235702,0.99970875222106
"CAALFM_C105650WA",488.535522089065,-0.00176435384360275,0.0563452271528229,0.777465959063861,0.99970875222106
"CAALFM_C105660CA",4085.6275812053,-0.00226832262455163,0.0556073053618295,0.84599764857409,0.99970875222106
"CAALFM_C105670WA",2308.68593558205,0.00249826244471252,0.0564222234838823,0.683454621905838,0.99970875222106
"CAALFM_C105680CA",3884.50184651893,-0.00562228749668068,0.0556554810519372,0.644652565894489,0.99970875222106
"CAALFM_C105690CA",8.42810447834522,0.0071306886509717,0.057135169338263,0.137809040765966,0.99970875222106
"CAALFM_C105700WA",1127.27083730957,0.00295755423308069,0.0566036189126246,0.51528387639156,0.99970875222106
"CAALFM_C105710CA",140.875840943304,-0.00359524748727413,0.0563505890450254,0.621225288476219,0.99970875222106
"CAALFM_C105720WA",32574.4732047436,0.00756178124819506,0.0572455135945174,0.848763550406396,0.99970875222106
"CAALFM_C105730WA",5.55735538619056,-0.00198853149269101,0.0566408287822443,0.498175784654418,0.99970875222106
"CAALFM_C105740CA",181.226191835075,0.00221956646618671,0.0552959366000643,0.858858799504549,0.99970875222106
"CAALFM_C105750CA",1352.72100453918,-0.016576931384689,0.0548754835247202,0.423203322682197,0.99970875222106
"CAALFM_C105760CA",307.700184221557,-0.00331774771988749,0.0566470260268323,0.438304439028769,0.99970875222106
"CAALFM_C105770CA",1494.36424819033,0.0020337216312596,0.0565227797614396,0.67256591914761,0.99970875222106
"CAALFM_C105780WA",1993.11584167281,0.00201728150638152,0.0509735388028455,0.929025034704113,0.99970875222106
"CAALFM_C105790WA",633.020861064144,-0.00214105444320218,0.0564461540831372,0.698013833535875,0.99970875222106
"CAALFM_C105800CA",233.969662262427,-0.00094063700601638,0.0559491190494306,0.926670841160176,0.99970875222106
"CAALFM_C105810WA",751.433985055746,-0.00505614829417216,0.0556886577565765,0.672991697824605,0.99970875222106
"CAALFM_C105820CA",278.821920578942,-0.000996051955489581,0.0534314700433187,0.953815452862323,0.99970875222106
"CAALFM_C105830WA",4.40879143651365,0.00219221206240276,0.0566873222256999,0.322408094844344,0.99970875222106
"CAALFM_C105840WA",265.767851337752,-0.000603672241248442,0.0564997483533258,0.885339786215853,0.99970875222106
"CAALFM_C105850WA",1217.97553109333,-0.00720430818099054,0.0546946264034123,0.655389586998815,0.99970875222106
"CAALFM_C105860WA",235.82849607855,-0.000276493700171278,0.0555372221664896,0.97827806694632,0.99970875222106
"CAALFM_C105870WA",262.913143688758,-0.000365946546873544,0.0565147062595775,0.924419007768871,0.99970875222106
"CAALFM_C105880WA",764.129695670588,-0.00230275183783821,0.056348956050921,0.721880181882137,0.99970875222106
"CAALFM_C105890WA",10.8017096755906,0.000832724603847847,0.056560551832454,0.81860773686012,0.99970875222106
"CAALFM_C105900WA",907.234540119251,0.00957861987890416,0.0567449140667091,0.386819218100635,0.99970875222106
"CAALFM_C105910WA",721.664236793272,0.00225259716924829,0.0565374112607687,0.635989638736233,0.99970875222106
"CAALFM_C105920WA",12.7578583304752,0.00323715068111439,0.0566196512888878,0.47866217536557,0.99970875222106
"CAALFM_C105930CA",965.129158840993,-0.00568986426823072,0.0556132845129694,0.64673653054239,0.99970875222106
"CAALFM_C105940WA",2584.23306050646,-0.00109382698826488,0.0562527028247022,0.869759026350582,0.99970875222106
"CAALFM_C105950CA",1467.5334117892,-0.00439173108781135,0.0565968598960292,0.461392461261122,0.99970875222106
"CAALFM_C105960WA",2789.32184264869,-0.00386137704602301,0.0566700852900363,0.404296101024512,0.99970875222106
"CAALFM_C105970WA",7.72763442688589,0.00193751678917927,0.0566113835675702,0.574467825123657,0.99970875222106
"CAALFM_C105980WA",687.993219618586,-0.00452743082049284,0.0528276216560672,0.812125699756794,0.99970875222106
"CAALFM_C105990CA",946.321209577275,-0.00901619000465083,0.0557260371010423,0.523709473967147,0.99970875222106
"CAALFM_C106000WA",34.3747298421001,0.0051016793089103,0.0562964764614629,0.563367679642639,0.99970875222106
"CAALFM_C106010WA",1369.77176180424,0.00342361238893165,0.0523591197052354,0.867010862919702,0.99970875222106
"CAALFM_C106020WA",1073.40305281603,0.00106911098925335,0.0557184272835949,0.920307159796409,0.99970875222106
"CAALFM_C106030CA",167.980836806997,-0.00649328998772323,0.055658205570798,0.609960516793425,0.99970875222106
"CAALFM_C106040WA",266.933362662665,0.00438563656409036,0.0557109828351482,0.701422062724139,0.99970875222106
"CAALFM_C106050CA",3310.59881002231,-0.00594484264546929,0.0564232169865,0.494938626972314,0.99970875222106
"CAALFM_C106060CA",1598.80223589684,-0.001306186603254,0.0563092675303796,0.836312156608701,0.99970875222106
"CAALFM_C106070WA",1250.84364063716,-0.00105786994481751,0.0564937527977702,0.811685013095699,0.99970875222106
"CAALFM_C106080CA",1207.30397603135,-0.00102814689896802,0.0562567570775316,0.876780648582367,0.99970875222106
"CAALFM_C106090CA",1105.93323176941,-0.000553599569386758,0.0561203324042234,0.939903867070616,0.99970875222106
"CAALFM_C106100CA",16470.3008630956,-0.00142745811070415,0.0563853442136117,0.801348206128788,0.99970875222106
"CAALFM_C106110CA",963.460826072245,0.00483924085911218,0.0560129044383249,0.634655756176093,0.99970875222106
"CAALFM_C106120CA",60.4192097371155,0.00142779731731438,0.0560680345056737,0.86529444461478,0.99970875222106
"CAALFM_C106130CA",1385.94812383855,0.00157974273661467,0.0565303050018917,0.724134422999721,0.99970875222106
"CAALFM_C106160WA",2.4846175783963,-0.00505159878761954,0.0569301791005113,0.088143932024599,0.99970875222106
"CAALFM_C106180WA",146.397970172352,-0.00492824220441189,0.0562861787363404,0.572742051406779,0.99970875222106
"CAALFM_C106200WA",848.069878771216,0.0053947197489615,0.0547158180023745,0.727465172328745,0.99970875222106
"CAALFM_C106210WA",327.901840034358,-0.00154586347554456,0.056294185703863,0.814316991822652,0.99970875222106
"CAALFM_C106220CA",20.2690189335474,0.00105288192220429,0.0563681693771361,0.860119542339857,0.99970875222106
"CAALFM_C106230CA",598.758825593734,-0.000216388303973038,0.0563870587962122,0.964876273774244,0.99970875222106
"CAALFM_C106250WA",137.671711666865,-0.00446231279127269,0.0547671348617815,0.762433046226946,0.99970875222106
"CAALFM_C106270WA",683.462437788667,-0.0058704482882163,0.0557796390224124,0.617196327419885,0.99970875222106
"CAALFM_C106280CA",35.8794134004209,-0.00319006102717232,0.0562833408410894,0.670664881045815,0.99970875222106
"CAALFM_C106300WA",4.45485259223066,-0.00119134182545467,0.0566148783132046,0.668296444638282,0.99970875222106
"CAALFM_C106310WA",3.89488255994568,3.71039666592295e-05,0.0566338430614351,0.98782344377912,0.99970875222106
"CAALFM_C106320WA",815.405375039361,0.00207310283535975,0.0551280264729727,0.871006642428393,0.99970875222106
"CAALFM_C106340WA",18.8131036084225,0.00688128280312439,0.0569565403366568,0.261525203335646,0.99970875222106
"CAALFM_C106350WA",585.054764380539,0.0022290689038475,0.0560168333923918,0.801572005468661,0.99970875222106
"CAALFM_C106360WA",330.975660699803,-0.0012116825468756,0.0555578916313139,0.910443471958653,0.99970875222106
"CAALFM_C106380CA",280.06680543051,-0.00170109609361521,0.056108465914084,0.830727252031157,0.99970875222106
"CAALFM_C106390WA",449.498368304689,0.000181651672434692,0.0563044467913824,0.980922797116578,0.99970875222106
"CAALFM_C106400CA",1542.17486212475,-0.00597611415836668,0.0548450509949367,0.691259499937739,0.99970875222106
"CAALFM_C106410WA",262.06978563907,0.00139720755299083,0.0561246199459998,0.862542223552369,0.99970875222106
"CAALFM_C106420CA",584.335008792092,-0.0141791927490662,0.0566306810921756,0.378453564814216,0.99970875222106
"CAALFM_C106440CA",791.090315057232,-0.00137021140693417,0.0564678240748023,0.779036158476754,0.99970875222106
"CAALFM_C106450CA",43657.3545304039,-0.00125229168887708,0.0564537910910848,0.798537194511903,0.99970875222106
"CAALFM_C106460CA",31543.1485628518,-0.00183818237569554,0.0565001509671492,0.697700390774775,0.99970875222106
"CAALFM_C106470WA",23737.6870426377,-0.00632354881712409,0.0569870859197997,0.666616200316219,0.99970875222106
"CAALFM_C106480CA",2578.59045529636,-0.00426090405849996,0.0558826501207773,0.683325137075587,0.99970875222106
"CAALFM_C106490CA",50.7014184601124,-0.00218095799416602,0.0566321210251521,0.506821792452714,0.99970875222106
"CAALFM_C106500WA",610.637373546391,-0.00603239706096643,0.055452790901697,0.647523266273417,0.99970875222106
"CAALFM_C106510CA",1248.9537924038,-0.00238586977659225,0.0548665674915693,0.890055191739717,0.99970875222106
"CAALFM_C106520CA",617.935478535575,0.0032744242898096,0.0564725947327555,0.595781115408186,0.99970875222106
"CAALFM_C106530CA",2157.27541436566,-0.00305888770227672,0.0551822509680689,0.855822482357951,0.99970875222106
"CAALFM_C106540CA",746.242142343138,-0.000332164715010069,0.0564539561968496,0.940543366977536,0.99970875222106
"CAALFM_C106550WA",8074.81555350275,-0.00417391611104112,0.0566998663809759,0.371407010155577,0.99970875222106
"CAALFM_C106560WA",467.859654903608,0.0044400050380927,0.0546290018640185,0.773636160945204,0.99970875222106
"CAALFM_C106570WA",716.155109443572,-0.0125066614338555,0.0583197635904625,0.0696494895213185,0.99970875222106
"CAALFM_C106580WA",67526.4277235632,-0.0115639356472665,0.0582275453036003,0.733290337439451,0.99970875222106
"CAALFM_C106590CA",2662.79271216878,-0.00302645881489499,0.0553898555563029,0.802179390332154,0.99970875222106
"CAALFM_C106600WA",6587.82513929093,0.00569518837537443,0.0532432980676288,0.767434714733522,0.99970875222106
"CAALFM_C106610CA",119.403697371817,0.00508477352796543,0.0568098977475448,0.287006279981747,0.99970875222106
"CAALFM_C106620CA",12.1028993706744,-0.00541676852311611,0.0567386607937671,0.35948849596348,0.99970875222106
"CAALFM_C106630WA",1134.4951044848,-0.00527797709562284,0.0546613772588169,0.686101033765222,0.99970875222106
"CAALFM_C106640CA",1871.91505616434,-0.00238831189962424,0.0564131759585769,0.688587957121222,0.99970875222106
"CAALFM_C106650WA",782.597830328573,-0.00577313629990848,0.0558802070012158,0.611136158820425,0.99970875222106
"CAALFM_C106660WA",1499.25819941889,0.01506098811762,0.0581341932881358,0.231438134368532,0.99970875222106
"CAALFM_C106670WA",877.520755647366,0.00333490241190588,0.0560909647178207,0.7102011547942,0.99970875222106
"CAALFM_C106680WA",512.621658362616,0.00784559292959465,0.0559179674585253,0.53974570242403,0.99970875222106
"CAALFM_C106690WA",426.819406882698,0.00302829914821169,0.0565218433102958,0.582309312992177,0.99970875222106
"CAALFM_C106700WA",1806.4306630148,-0.000586435832844881,0.0552829399671764,0.98663210063189,0.99970875222106
"CAALFM_C106710WA",534.666754406883,-0.00818196401769994,0.054274608152118,0.640488022065258,0.99970875222106
"CAALFM_C106720CA",557.372338879602,0.000421761100570095,0.0541059557546399,0.979733466498843,0.99970875222106
"CAALFM_C106730WA",1890.21831805088,-0.00106117215192063,0.0550667322540012,0.905999111034948,0.99970875222106
"CAALFM_C106740CA",1108.98104182959,-0.00027824185625556,0.0565789754845735,0.920932480978043,0.99970875222106
"CAALFM_C106750WA",166.215690048636,-0.00250401187100781,0.0553102555596227,0.853291159800066,0.99970875222106
"CAALFM_C106760CA",1588.29179990611,-0.000536655236022307,0.0565811096321148,0.856271918762101,0.99970875222106
"CAALFM_C106770WA",1413.45490088623,-0.00127486038405468,0.0562947807227782,0.842103212382832,0.99970875222106
"CAALFM_C106780WA",2238.6560336194,0.00294258564017612,0.0562714636106647,0.69832576394885,0.99970875222106
"CAALFM_C106790CA",1819.76212036364,-0.00140422086201834,0.0564576858275151,0.778104905888545,0.99970875222106
"CAALFM_C106800WA",766.697511922455,-0.00062009525081952,0.0564714709687532,0.898342510440341,0.99970875222106
"CAALFM_C106810WA",3932.00788421763,-0.0112590053160683,0.058014356330342,0.0693157003621118,0.99970875222106
"CAALFM_C106820WA",1557.86804066266,-0.00382519732263665,0.0564939540644474,0.54479168495271,0.99970875222106
"CAALFM_C106830WA",74.676523118143,-0.00187359509505623,0.056547388090472,0.660060364544599,0.99970875222106
"CAALFM_C106840CA",486.709853700339,-0.000569026987795845,0.0563630345769689,0.918078163661772,0.99970875222106
"CAALFM_C106850WA",1285.68585433362,0.000517356933841751,0.0558474308392921,0.9582535897904,0.99970875222106
"CAALFM_C106860WA",2.78277762448056,0.00108041021145908,0.0566286576192488,0.661035906619828,0.99970875222106
"CAALFM_C106870CA",151.993207811692,-0.00378973718143053,0.0567007399300531,0.364165259686552,0.99970875222106
"CAALFM_C106880CA",20.795981394521,-0.0012418972962809,0.0565652120586604,0.733257488245834,0.99970875222106
"CAALFM_C106890CA",24814.7001665343,0.000488945608789044,0.0564816413018637,0.68896748636162,0.99970875222106
"CAALFM_C106900CA",4532.48271871065,-0.0167196300067188,0.0582546268654428,0.239201953628125,0.99970875222106
"CAALFM_C106910CA",1485.21255146901,0.00308787178259307,0.0525789874088233,0.877387869260696,0.99970875222106
"CAALFM_C106920CA",664.584365615048,-0.0011991899177857,0.056180035379061,0.869685460088381,0.99970875222106
"CAALFM_C106930WA",11138.2263985547,0.00424212682246448,0.0557252575416755,0.763302790147641,0.99970875222106
"CAALFM_C106940CA",831.495823320293,0.00480063159143705,0.0567430156426853,0.34735331737062,0.99970875222106
"CAALFM_C106950CA",54.743999231824,1.11566613347213e-05,0.0565136113100832,0.996369765538159,0.99970875222106
"CAALFM_C106960WA",7197.21745302408,-0.000798218809251832,0.0564764312715451,0.756513646923578,0.99970875222106
"CAALFM_C106970CA",1110.06581493246,0.0029746763137022,0.0559935599935524,0.750633920671257,0.99970875222106
"CAALFM_C106980CA",499.602687751804,0.00622092122924494,0.0544863897987521,0.702750210753301,0.99970875222106
"CAALFM_C107000WA",1747.32008181643,-0.000300526167238018,0.056524447755133,0.93255286283237,0.99970875222106
"CAALFM_C107010WA",635.57353759717,-0.00461241096655946,0.0552972978055396,0.731065746396531,0.99970875222106
"CAALFM_C107020CA",1313.3173790347,-0.00180698554425111,0.0554294290350332,0.865945451261342,0.99970875222106
"CAALFM_C107030CA",1280.07241341299,0.00112544839212285,0.0553007157498242,0.928187275053489,0.99970875222106
"CAALFM_C107040CA",3.12844332366103,-0.000623378725240322,0.0565737816766077,0.849173868121891,0.99970875222106
"CAALFM_C107050CA",475.617725419377,-0.00960937148077574,0.0553128834172591,0.542545508812557,0.99970875222106
"CAALFM_C107060CA",597.879088117676,-0.00608577970017344,0.0551336776150064,0.670707213809586,0.99970875222106
"CAALFM_C107070CA",600.324653403602,0.00470011799240599,0.0559319270642921,0.66946140936465,0.99970875222106
"CAALFM_C107080WA",214.331390392244,0.00219980444741681,0.0565863445713427,0.589630640181434,0.99970875222106
"CAALFM_C107090CA",2139.54758844937,-3.54367197319107e-05,0.0558938059339611,0.993833806839608,0.99970875222106
"CAALFM_C107100CA",153.272402857578,0.00192528755228064,0.0564323418951319,0.734688435953794,0.99970875222106
"CAALFM_C107110WA",2060.60119181605,0.00794305346206657,0.0544291576692857,0.631143718100331,0.99970875222106
"CAALFM_C107120WA",8948.0168443321,-0.00112530764514787,0.0564054771938201,0.833618338162789,0.99970875222106
"CAALFM_C107130CA",995.111620870196,-0.000747230885078094,0.056298459244713,0.903835727979837,0.99970875222106
"CAALFM_C107140CA",3141.02620330466,-0.000357147480836268,0.056261263353355,0.95192404335424,0.99970875222106
"CAALFM_C107150WA",178.933111425852,0.000569321112408799,0.0564426021476439,0.91407813038763,0.99970875222106
"CAALFM_C107160CA",56.6268982324089,0.00122430588569899,0.0564237166267191,0.823835037864101,0.99970875222106
"CAALFM_C107170CA",314.599866672664,0.0103450789286505,0.0564008851451537,0.431528759892108,0.99970875222106
"CAALFM_C107180WA",2084.70087188141,0.00117132408172877,0.053591169047222,0.951179246405732,0.99970875222106
"CAALFM_C107190WA",1482.3316090425,0.0101881608238607,0.0563144468079015,0.451215524890416,0.99970875222106
"CAALFM_C107200WA",3800.53203531987,-0.000508411660000622,0.0565265424446845,0.891246381765546,0.99970875222106
"CAALFM_C107210CA",1666.90300929234,-0.00339945270725807,0.0535155550517736,0.849314905511573,0.99970875222106
"CAALFM_C107220WA",72.1419248359641,0.000750913462519374,0.0565265453785214,0.858405536804897,0.99970875222106
"CAALFM_C107230WA",2635.46342692405,-0.000273715802852705,0.0564716535263417,0.945949181832842,0.99970875222106
"CAALFM_C107240WA",1357.2316539572,-0.00359429493233624,0.0545111199024463,0.805092179497159,0.99970875222106
"CAALFM_C107250CA",891.995941332375,0.00356511467379065,0.055247560675496,0.784439488273184,0.99970875222106
"CAALFM_C107260CA",706.969896745991,0.00509122413521813,0.0561348385359975,0.60332583971996,0.99970875222106
"CAALFM_C107270WA",1813.89092073393,0.0080497360017811,0.053643014877447,0.655977152677452,0.99970875222106
"CAALFM_C107280CA",242.936971924034,-0.00331872039767234,0.0561300154910073,0.700204606996405,0.99970875222106
"CAALFM_C107310CA",37.8587297811833,-0.000148406580535628,0.0565771750520125,0.957981006143484,0.99970875222106
"CAALFM_C107320WA",55.976455194664,-0.00206860023440049,0.0565079269259982,0.670077614593727,0.99970875222106
"CAALFM_C107330WA",116.657860573402,0.00134250246078931,0.056541820929175,0.746692707311888,0.99970875222106
"CAALFM_C107340WA",3354.75823926011,0.0268682510159715,0.0603295642093547,0.215974687821193,0.99970875222106
"CAALFM_C107350CA",200.040568627307,0.000304029808830685,0.0561837058783323,0.969719868086625,0.99970875222106
"CAALFM_C107360WA",1859.7826824648,-0.00120060234001915,0.0561621704867053,0.876614815957673,0.99970875222106
"CAALFM_C107370CA",430.654735024434,0.0104661955132857,0.0568287529988054,0.36742103871379,0.99970875222106
"CAALFM_C107380CA",560.54601756082,0.00115812372688516,0.0561216762490904,0.886126182481165,0.99970875222106
"CAALFM_C107390WA",1825.06930227582,0.00603191203772754,0.0563792050031786,0.511236301015248,0.99970875222106
"CAALFM_C107400CA",619.426191415366,-0.00886316922746799,0.0562542415182154,0.468920158942401,0.99970875222106
"CAALFM_C107410CA",3127.15329894031,-0.00457946486109601,0.0560044747583855,0.67757980683328,0.99970875222106
"CAALFM_C107420CA",787.080355027663,-0.00670792528129702,0.0557375847747777,0.585821892981983,0.99970875222106
"CAALFM_C107430WA",16.4750650857662,-0.00258677990307442,0.0563725872338618,0.690257773742633,0.99970875222106
"CAALFM_C107440WA",1246.15562614565,0.00752105651014233,0.0569078944581215,0.31572693441761,0.99970875222106
"CAALFM_C107450WA",28.9181454693268,0.00201679548421743,0.0563398982440946,0.758172946303972,0.99970875222106
"CAALFM_C107460CA",982.508294950324,-0.0108035473426137,0.0552815704343056,0.518896561225958,0.99970875222106
"CAALFM_C107470CA",483.332359441417,-0.00727770968773442,0.0564783052999989,0.454481672954484,0.99970875222106
"CAALFM_C107480CA",39.5334296149747,0.00349111684040963,0.0562980824900737,0.649201805751401,0.99970875222106
"CAALFM_C107490CA",905.509368392222,-0.00592494389209615,0.0547193177195639,0.696551866898936,0.99970875222106
"CAALFM_C107500CA",2893.4496280242,-0.00133899316549853,0.0564910178635094,0.770829445255999,0.99970875222106
"CAALFM_C107510WA",554.8879635108,-0.00432236026925067,0.0563633813388786,0.57559464134289,0.99970875222106
"CAALFM_C107520CA",1987.83272983108,0.00508678436113416,0.056571572260702,0.433811840046285,0.99970875222106
"CAALFM_C107540CA",2283.98081704457,0.00297432278616652,0.0565385053691741,0.569025489089849,0.99970875222106
"CAALFM_C107550WA",1146.45707944955,-0.00458715804307381,0.0534118432209098,0.797722617902774,0.99970875222106
"CAALFM_C107560WA",199.532138674521,0.00052897184330386,0.0546606672052265,0.972668857137242,0.99970875222106
"CAALFM_C107570CA",191.956676665484,0.000249978982009607,0.05586280462001,0.980762280503691,0.99970875222106
"CAALFM_C107580CA",12.5282191291025,0.00119357416760735,0.0565863553109301,0.722379295263995,0.99970875222106
"CAALFM_C107590CA",911.088326303046,0.00391704137662016,0.0560836634702342,0.674110865857667,0.99970875222106
"CAALFM_C107600WA",5791.10203809113,-0.0019893833789581,0.0534999907965615,0.909017642250049,0.99970875222106
"CAALFM_C107610CA",85.3017648514363,-0.00286194998204373,0.0554207852449695,0.810678883211731,0.99970875222106
"CAALFM_C107620CA",31.3086661771427,0.00208718241678155,0.0565632122064314,0.625403515957798,0.99970875222106
"CAALFM_C107630WA",1476.58668852746,-0.00191866997071354,0.0564099186193682,0.737630422980955,0.99970875222106
"CAALFM_C107640CA",50.7826694868422,-0.00536799513374263,0.0561374608851298,0.585970916221019,0.99970875222106
"CAALFM_C107650WA",67.8173272913055,-0.0147488441070517,0.0581341922313541,0.219699726739299,0.99970875222106
"CAALFM_C107660WA",72.7671358202195,-0.000191618733284738,0.0565135986596668,0.95904154610564,0.99970875222106
"CAALFM_C107670WA",38.333041988384,0.00294410968316973,0.0567140010912703,0.296485404486963,0.99970875222106
"CAALFM_C107680WA",470.655350898445,0.0125990635660644,0.0575872693477234,0.253824675778921,0.99970875222106
"CAALFM_C107690CA",1041.87230408093,0.00147819852428263,0.0555051968564444,0.915872224647843,0.99970875222106
"CAALFM_C107700CA",5218.82569390681,-0.00180753150105883,0.0554859324310789,0.78461971061139,0.99970875222106
"CAALFM_C107710CA",5362.71572713719,-0.0014078806380621,0.0563523006357676,0.813531565473283,0.99970875222106
"CAALFM_C107770WA",44.2949952549861,0.00271362153977056,0.056508875374542,0.614056145931352,0.99970875222106
"CAALFM_C107780WA",1089.61787547239,0.000365907142980339,0.0555650078501803,0.859797460222432,0.99970875222106
"CAALFM_C107790CA",696.453796153833,-0.000375013225083999,0.056576718118985,0.897714042926932,0.99970875222106
"CAALFM_C107800WA",718.022833650842,-0.000118028646326398,0.0565321477714188,0.962899225509066,0.99970875222106
"CAALFM_C107810CA",563.239929923469,0.0134408086074619,0.0560381495161633,0.427626386673131,0.99970875222106
"CAALFM_C107820WA",490.926616735108,0.00988621194653348,0.0554481535942964,0.530887369716442,0.99970875222106
"CAALFM_C107830CA",201.068777399403,-0.00741206240477955,0.0562187106010774,0.511337081867027,0.99970875222106
"CAALFM_C107840WA",1665.94423800678,0.00179342021199705,0.0548404327316288,0.880632049435031,0.99970875222106
"CAALFM_C107850CA",266.300430016788,0.00202551214650307,0.0536258688996354,0.912166848547716,0.99970875222106
"CAALFM_C107860WA",141.946383182344,-0.00496317842276864,0.0548567544424908,0.731577098226451,0.99970875222106
"CAALFM_C107870CA",3590.38671447436,-0.00787566530035202,0.0529378060691993,0.682617581878339,0.99970875222106
"CAALFM_C107880CA",1479.40734443481,-0.00161740641655073,0.0561855071512459,0.826141141733468,0.99970875222106
"CAALFM_C107890CA",6202.80459092837,0.000149415537322404,0.056302427573744,0.986246070038338,0.99970875222106
"CAALFM_C107900WA",8470.07752723582,0.00102189293351229,0.056146362577871,0.898811653166825,0.99970875222106
"CAALFM_C107910CA",2768.06575560631,-0.000128844497450716,0.0565437446909091,0.962002048834772,0.99970875222106
"CAALFM_C107920WA",2219.24000802999,-0.00121528644204457,0.0563041361218821,0.847449265178926,0.99970875222106
"CAALFM_C107930CA",449.426310098591,-0.0175268330461794,0.0576058261920576,0.302297035789743,0.99970875222106
"CAALFM_C107940WA",49.513853631849,-0.00319409467257816,0.0566629971380606,0.416530221390386,0.99970875222106
"CAALFM_C107950CA",514.352071091773,9.48081393128339e-05,0.056551146419024,0.985780913458001,0.99970875222106
"CAALFM_C107960WA",317.95733757103,-0.000451254675110115,0.0565480186505937,0.896465734007376,0.99970875222106
"CAALFM_C107970CA",928.536862087809,-0.00507745431953072,0.0554842206108183,0.712489905210604,0.99970875222106
"CAALFM_C107980CA",98.7373063883492,0.0100956826581587,0.0570897960714249,0.31027598298373,0.99970875222106
"CAALFM_C107990CA",370.630207883419,0.00567392060671855,0.0569184609975278,0.20691116999266,0.99970875222106
"CAALFM_C108000WA",1162.83520426421,0.000664441575321057,0.0561100423393515,0.936233790753948,0.99970875222106
"CAALFM_C108010WA",5347.2680058284,-0.000646120645765734,0.0562223382361951,0.92704368849094,0.99970875222106
"CAALFM_C108020WA",1868.36642526082,0.000588057202989189,0.0495549021077577,0.981935059164705,0.99970875222106
"CAALFM_C108030WA",6613.23000924475,-0.00316328066200413,0.056101709829601,0.712448372519736,0.99970875222106
"CAALFM_C108040WA",204.958837190034,0.0164583855150942,0.0591689165630934,0.125546336172195,0.99970875222106
"CAALFM_C108050WA",3983.95219660543,-0.00171099642525053,0.0564955642460612,0.71780940183544,0.99970875222106
"CAALFM_C108060WA",1989.3453435819,-0.00628569468958121,0.0565211550495888,0.458826069920038,0.99970875222106
"CAALFM_C108080CA",2931.06792855287,-0.00258081919833925,0.0564789535268423,0.637058836101801,0.99970875222106
"CAALFM_C108090CA",14983.7380399146,-0.00144823668560817,0.0564438782625962,0.774542764757214,0.99970875222106
